protein_id,accession,selected_identity_percent,selected_query_coverage_percent,selected_evalue,selected_bit_score,quality_tier,exact_identity100_coverage100,status,pdb_file,pdbUrl,latestVersion,uniprotId,uniprotDescription,organismScientificName,isReviewed,globalMetricValue,error_message
557e4191ae494628c8b4a1ff8dab3ca9 MCSG-APC65143 A-0,Q0S4L5,100.0,100.0,0.0,832.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q0S4L5.pdb,https://alphafold.ebi.ac.uk/files/AF-Q0S4L5-F1-model_v6.pdb,6,Q0S4L5_RHOJR,Possible transferase,Rhodococcus jostii (strain RHA1),False,88.25,
0936f56c86af4f2b783dd2a7deceba3d NYSGRC-003760 A-0,Q669E7,100.0,100.0,3.38e-139,395.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q669E7.pdb,https://alphafold.ebi.ac.uk/files/AF-Q669E7-F1-model_v6.pdb,6,Q669E7_YERPS,Uncharacterized protein,Yersinia pseudotuberculosis serotype I (strain IP32953),False,78.62,
197954337a286e8ca5d5ec2929ebaf42 JCSG-389504 A-0,A6L7B8,100.0,100.0,0.0,568.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A6L7B8.pdb,https://alphafold.ebi.ac.uk/files/AF-A6L7B8-F1-model_v6.pdb,6,A6L7B8_PHOV8,Methyltransferase type 11 domain-containing protein,Phocaeicola vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / CCUG 4940 / NBRC 14291 / NCTC 11154),False,91.81,
1fbda60a314cee2643d8f597d93837f9 BSGI-C5343_ECOL6 A-0,A0A0H2VDN0,100.0,100.0,3.19e-108,314.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H2VDN0.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H2VDN0-F1-model_v6.pdb,6,A0A0H2VDN0_ECOL6,Uncharacterized protein,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),False,45.09,
772a81df7db917fc10a3758f1e5066a4 SSGCID-NegoA.19212.a A-0,A0AB74ECZ3,100.0,100.0,1.9e-132,377.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AB74ECZ3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AB74ECZ3-F1-model_v6.pdb,6,A0AB74ECZ3_NEIGO,Uncharacterized protein,Neisseria gonorrhoeae,False,62.56,
b143e1bbe41254c12eeee7d4d0c2d4aa SGPP-Lmaj003059AAA A-0,Q4Q9T0,100.0,100.0,0.0,684.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4Q9T0.pdb,https://alphafold.ebi.ac.uk/files/AF-Q4Q9T0-F1-model_v6.pdb,6,Q4Q9T0_LEIMA,JAB1/MPN/MOV34 metalloenzyme domain-containing protein,Leishmania major,False,65.25,
0e2f0e5acce7f84076749f699acfcb99 MCSG-APC103630 A-0,C8XCZ4,100.0,100.0,0.0,862.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\C8XCZ4.pdb,https://alphafold.ebi.ac.uk/files/AF-C8XCZ4-F1-model_v6.pdb,6,C8XCZ4_NAKMY,ATP-grasp domain-containing protein,Nakamurella multipartita (strain ATCC 700099 / DSM 44233 / CIP 104796 / JCM 9543 / NBRC 105858 / Y-104),False,94.56,
3ddfdf5acf7115545dfa3c3ff22f67b6 BSGI-C4078_ECOL6 A-0,A0A0H2VCZ9,100.0,100.0,1.77e-94,278.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H2VCZ9.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H2VCZ9-F1-model_v6.pdb,6,A0A0H2VCZ9_ECOL6,Uncharacterized protein,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),False,43.25,
d7134d68417f85f130d37311ba46717a NYSGRC-009033 A-0,A1U3Z1,100.0,100.0,0.0,710.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A1U3Z1.pdb,https://alphafold.ebi.ac.uk/files/AF-A1U3Z1-F1-model_v6.pdb,6,A1U3Z1_MARN8,"Glycosyl transferase, family 2",Marinobacter nauticus (strain ATCC 700491 / DSM 11845 / VT8),False,89.69,
ad4fe85a2f6a2e35607399d7186ef944 SGPP-Tcru016768AAA A-0,A0A2V2WBG7,100.0,97.8021978021978,4.93e-122,363.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2V2WBG7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2V2WBG7-F1-model_v6.pdb,6,A0A2V2WBG7_TRYCR,NAD-dependent epimerase/dehydratase domain-containing protein,Trypanosoma cruzi,False,55.94,
58ae6ac761f3babff1e1db2628351fcd SECSG-K02B12.2 A-0,Q21114,100.0,100.0,3e-138,393.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q21114.pdb,https://alphafold.ebi.ac.uk/files/AF-Q21114-F1-model_v6.pdb,6,Q21114_CAEEL,Myb_DNA-bind_3 domain-containing protein,Caenorhabditis elegans,False,62.97,
994961f627df9bfc8a825b7f1283fea9 SSGCID-BrcaA.18826.a A-1,A9M893,100.0,97.35772357723577,0.0,978.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A9M893.pdb,https://alphafold.ebi.ac.uk/files/AF-A9M893-F1-model_v6.pdb,6,A9M893_BRUC2,Uncharacterized protein,Brucella canis (strain ATCC 23365 / NCTC 10854 / RM-666),False,88.5,
4649b3e66a400395862250109b20c9a8 MCSG-APC64848 A-0,A0A371NDM9,97.581,100.0,1.97e-175,491.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A371NDM9.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A371NDM9-F1-model_v6.pdb,6,A0A371NDM9_9EURY,Putative RNA methylase,Methanothermobacter defluvii,False,96.62,
eb52b66d53fcf301ce6601473905367f SSGCID-NegoA.19182.a A-0,A0AA44UAM8,100.0,100.0,1.64e-77,233.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AA44UAM8.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AA44UAM8-F1-model_v6.pdb,6,A0AA44UAM8_NEIGO,Uncharacterized protein,Neisseria gonorrhoeae 3502,False,62.47,
bfb91d55d3643a51b498b8b49dcc23f1 BSGI-C5376_ECOL6 A-0,A0A0H2VDT5,100.0,100.0,1.01e-99,291.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H2VDT5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H2VDT5-F1-model_v6.pdb,6,A0A0H2VDT5_ECOL6,Uncharacterized protein,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),False,49.53,
97eb90d14ade7c17e176a57f5e148605 SGPP-Tbru014279AAA A-0,A0A1G4ICD7,100.0,100.0,0.0,818.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1G4ICD7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1G4ICD7-F1-model_v6.pdb,6,A0A1G4ICD7_TRYEQ,"TAP42-like family, putative",Trypanosoma equiperdum,False,79.38,
745d0cdc9850e2d563fce0ea06a58579 NYSGRC-004178 A-0,A8BAA0,100.0,100.0,0.0,697.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A8BAA0.pdb,https://alphafold.ebi.ac.uk/files/AF-A8BAA0-F1-model_v6.pdb,6,A8BAA0_GIAIC,Uncharacterized protein,Giardia intestinalis (strain ATCC 50803 / WB clone C6),False,60.0,
7e391a6ba509a90bcfb4e6eb8a35643c BSGI-C5225_ECOL6 A-0,A0A0H2VF31,100.0,100.0,7.08e-69,210.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H2VF31.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H2VF31-F1-model_v6.pdb,6,A0A0H2VF31_ECOL6,Uncharacterized protein,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),False,41.31,
c767b01b33b700238e3e848cce8f9a96 MCSG-APC27990 A-0,A0A0H2V3K7,100.0,100.0,1.85e-148,419.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H2V3K7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H2V3K7-F1-model_v6.pdb,6,A0A0H2V3K7_SHIFL,Inovirus Gp2 family protein,Shigella flexneri,False,87.94,
54802bf170c6f246fdfcecf1d8c0eefe JCSG-360790 A-0,Q74FH1,100.0,100.0,1.07e-110,320.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q74FH1.pdb,https://alphafold.ebi.ac.uk/files/AF-Q74FH1-F1-model_v6.pdb,6,Q74FH1_GEOSL,RNA-binding protein,Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA),False,54.59,
6771663c4676aa9c1979b753eddbb76f JCSG-396686 A-0,A0A0I9SDU6,100.0,100.0,6.35e-69,214.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0I9SDU6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0I9SDU6-F1-model_v6.pdb,6,A0A0I9SDU6_BACFG,DUF4141 domain-containing protein,Bacteroides fragilis,False,83.25,
a4fc5c1d788819afb26ea447f66e65d5 ISFI-ISFI1237 A-1,A0A045GP07,100.0,100.0,4.39e-87,258.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A045GP07.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A045GP07-F1-model_v6.pdb,6,A0A045GP07_MYCTX,Excisionase,Mycobacterium tuberculosis,False,87.75,
4a8f6b9d60a165e4f99612eb7ad2044a JCSG-370115 A-0,Q6D6N8,100.0,100.0,1.02e-177,497.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q6D6N8.pdb,https://alphafold.ebi.ac.uk/files/AF-Q6D6N8-F1-model_v6.pdb,6,Q6D6N8_PECAS,DNA-binding protein,Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),False,67.25,
04d0afa5e24e09de974b4a52612f1b60 5OD4_1 A-1,A0A0J9W8V2,99.219,100.0,1.09e-87,261.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0J9W8V2.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0J9W8V2-F1-model_v6.pdb,6,A0A0J9W8V2_FUSO4,Secreted in xylem 3,Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936),False,82.88,
47eddce1db12da369d0408b8d2c6bc8b SECSG-Y39A1A.7 A-0,Q9XX25,100.0,100.0,4.89e-135,384.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9XX25.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9XX25-F1-model_v6.pdb,6,Q9XX25_CAEEL,ELRR (Extracellular Leucine-Rich Repeat) ONly,Caenorhabditis elegans,False,78.88,
fc2c1e87d7178a23c20eea9380c7c4ac MCSG-APC103572 A-0,D2PV20,100.0,100.0,4.36e-149,421.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\D2PV20.pdb,https://alphafold.ebi.ac.uk/files/AF-D2PV20-F1-model_v6.pdb,6,D2PV20_KRIFD,ThuA-like domain-containing protein,Kribbella flavida (strain DSM 17836 / JCM 10339 / NBRC 14399),False,97.88,
90604fd64a64cdfead140019c283c1e9 JCSG-475 A-0,Q6A4J7,100.0,100.0,8.91e-60,194.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q6A4J7.pdb,https://alphafold.ebi.ac.uk/files/AF-Q6A4J7-F1-model_v6.pdb,6,Q6A4J7_CAEEL,RING-type domain-containing protein,Caenorhabditis elegans,False,60.5,
3eaf98ed85a0232ad4b1a2d82b2bf596 JCSG-383913 A-0,A2SJV8,100.0,100.0,4.7e-72,219.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A2SJV8.pdb,https://alphafold.ebi.ac.uk/files/AF-A2SJV8-F1-model_v6.pdb,6,A2SJV8_METPP,Malonate decarboxylase acyl carrier protein,Methylibium petroleiphilum (strain ATCC BAA-1232 / LMG 22953 / PM1),False,92.88,
98a9e1e334ad6fb193d2fcd3caccf6de SECSG-Pfu-190329-001 A-0,A0A5C0XM86,100.0,97.61904761904762,0.0,737.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A5C0XM86.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A5C0XM86-F1-model_v6.pdb,6,A0A5C0XM86_PYRFU,A-type ATP synthase subunit C,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),False,93.31,
c4638b90de48059962db678492ece126 SGPP-Lmaj00905AAA A-1,A0A504XBD3,80.597,96.40287769784173,5.89e-67,218.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A504XBD3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A504XBD3-F1-model_v6.pdb,6,A0A504XBD3_LEIDO,UDP-glucoronosyl and UDP-glucosyl transferase family protein,Leishmania donovani,False,48.47,
d35e7ef6afc9bf579a3ce75317786dd3 SGPP-Tcru021906AAA A-0,A0A2V2WL41,100.0,97.40259740259741,5.34e-106,308.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2V2WL41.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2V2WL41-F1-model_v6.pdb,6,A0A2V2WL41_TRYCR,Uncharacterized protein,Trypanosoma cruzi,False,67.38,
60e1b74aaa5f47fb35a995c3aec84ca3 NESG-FR826C A-1,Q960C3,100.0,82.97872340425532,1.48e-108,335.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q960C3.pdb,https://alphafold.ebi.ac.uk/files/AF-Q960C3-F1-model_v6.pdb,6,Q960C3_DROME,SD07795p,Drosophila melanogaster,False,55.09,
c87051f465e2cd6f8070124fe22f49d9 CESG-GO.35230 A-0,A0A6D2XXR6,95.238,100.0,4.34e-128,367.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6D2XXR6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A6D2XXR6-F1-model_v6.pdb,6,A0A6D2XXR6_PANTR,CT45A6 isoform 1,Pan troglodytes,False,65.62,
5fe87d3d23bc7f2f8f20dc0f5e1ba2f0 MCSG-APC65144.1 A-0,Q0SGA6,100.0,100.0,1.46e-84,261.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q0SGA6.pdb,https://alphafold.ebi.ac.uk/files/AF-Q0SGA6-F1-model_v6.pdb,6,Q0SGA6_RHOJR,Possible adenine specific DNA-methyltransferase,Rhodococcus jostii (strain RHA1),False,91.56,
38dc3451fd6df74ad6785374470b0b2c JCSG-416796 A-1,A0A072ZPW9,100.0,100.0,9.42e-118,340.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A072ZPW9.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A072ZPW9-F1-model_v6.pdb,6,A0A072ZPW9_PSEAI,Periplasmic protein-like protein,Pseudomonas aeruginosa,False,85.38,
d57b72bb0fb9e89d5ff516be8c87f000 2L8K_1 A-1,A0A2H4QGC8,100.0,99.1869918699187,1.02e-74,251.0,Q1_near_exact,False,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2H4QGC8.pdb,,,,,,,,AFDB API returned HTTP 404
e9f13bcf35c5ad25bbe24389c55f8e7a MCSG-APC23424 A-0,A0A0F6B1S8,100.0,100.0,2.93e-66,203.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0F6B1S8.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0F6B1S8-F1-model_v6.pdb,6,A0A0F6B1S8_SALT1,Reverse transcriptase,Salmonella typhimurium (strain 14028s / SGSC 2262),False,61.41,
d81797903108536659f1798dda339416 JCSG-360704 A-0,Q9S088,100.0,100.0,0.0,583.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9S088.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9S088-F1-model_v6.pdb,6,Q9S088_BORBU,DUF276 superfamily,Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31),False,88.06,
9f53e4338f8159c67473da248984b76a JCSG-359629 A-0,A0A0H2UNH1,100.0,100.0,0.0,594.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H2UNH1.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H2UNH1-F1-model_v6.pdb,6,A0A0H2UNH1_STRPN,Lanthionine synthetase C-like protein,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),False,89.0,
7a3a574ccfcfe78c6d57e8053d6cdb36 SECSG-Pfu-396648-001 A-0,A0A5C0XMM3,100.0,92.5,1.13e-74,226.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A5C0XMM3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A5C0XMM3-F1-model_v6.pdb,6,A0A5C0XMM3_PYRFU,Cupin domain-containing protein,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),False,96.5,
25d3b2e902adcc08d7c5884c1767065f BSGI-C3519_ECOL6 A-0,A0A0H2VAL1,100.0,100.0,5.56e-83,247.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H2VAL1.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H2VAL1-F1-model_v6.pdb,6,A0A0H2VAL1_ECOL6,Uncharacterized protein,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),False,36.75,
b57e4c0eb1c47de405009e1ebb928214 BSGI-RVFA_LEGPH A-0,A0A2S6F6G8,100.0,100.0,0.0,888.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2S6F6G8.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2S6F6G8-F1-model_v6.pdb,6,A0A2S6F6G8_LEGPN,Dot/Icm T4SS effector RvfA,Legionella pneumophila,False,78.0,
d4a877d8c75843e12206f9254821d6e5 1ZD0_1 A-1,A0A5C0XP90,100.0,94.0,1.06e-94,279.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A5C0XP90.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A5C0XP90-F1-model_v6.pdb,6,A0A5C0XP90_PYRFU,KEOPS complex subunit Cgi121,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),False,94.0,
d812bcd8cceee5c282aaa5a5cd96a315 4IT4_1 A-1,A0A6P8KIJ1,96.209,98.13953488372093,3.6e-147,420.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6P8KIJ1.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A6P8KIJ1-F1-model_v6.pdb,6,A0A6P8KIJ1_DROMA,Peptidyl-prolyl cis-trans isomerase CPR6,Drosophila mauritiana,False,92.69,
633ba8aeb741dc14d6f024715e804a4a MCSG-APC62945.1 A-0,Q74B77,100.0,100.0,1.57e-107,340.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q74B77.pdb,https://alphafold.ebi.ac.uk/files/AF-Q74B77-F1-model_v6.pdb,6,Q74B77_GEOSL,Helicase ATP-binding domain-containing protein,Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA),False,72.81,
3b0684971261256bf0f6992514c34839 5IC7_1 A-1,G0SBN9,100.0,100.0,0.0,872.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\G0SBN9.pdb,https://alphafold.ebi.ac.uk/files/AF-G0SBN9-F1-model_v6.pdb,6,G0SBN9_CHATD,Uncharacterized protein,Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719),False,76.12,
7473808dbe94336f75765c6c8b278a98 SGPP-Tbru014285AAA A-0,A0A1G4I2U9,100.0,100.0,0.0,576.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1G4I2U9.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1G4I2U9-F1-model_v6.pdb,6,A0A1G4I2U9_TRYEQ,"Phytanoyl-CoA dioxygenase (PhyH), putative",Trypanosoma equiperdum,False,86.75,
7da59cb7747dbcd50490ded42ffdfe38 SGPP-Lmaj007039AAA A-0,A0A3Q8I7K7,100.0,97.03703703703704,1.77e-90,267.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A3Q8I7K7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A3Q8I7K7-F1-model_v6.pdb,6,A0A3Q8I7K7_LEIDO,"Rhodanese-like domain containing protein, putative",Leishmania donovani,False,93.94,
93982cd66fe628826dd14713fe61bb4b TB-Rv1590 A-0,A0A045IT40,100.0,100.0,5.98e-51,163.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A045IT40.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A045IT40-F1-model_v6.pdb,6,A0A045IT40_MYCTX,Aminotransferase,Mycobacterium tuberculosis,False,81.75,
15996a01a5abdbca5e7555e8f0bef679 MCSG-APC22106 A-0,A0A0C7CUC5,100.0,100.0,7.07e-156,441.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0C7CUC5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0C7CUC5-F1-model_v6.pdb,6,A0A0C7CUC5_PSEAI,Phosphoribosyl-dephospho-CoA transferase,Pseudomonas aeruginosa,False,87.44,
75340c21ce6344d652e43c9fe979814f JCSG-595 A-0,O44196,100.0,89.55223880597015,2.26e-32,125.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\O44196.pdb,https://alphafold.ebi.ac.uk/files/AF-O44196-F1-model_v6.pdb,6,O44196_CAEEL,SLC41A/MgtE integral membrane domain-containing protein,Caenorhabditis elegans,False,82.69,
e1e2299a67d59a559053107233e7c6d8 MCSG-APC109376 A-0,K4PC62,100.0,100.0,2.59e-53,170.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\K4PC62.pdb,https://alphafold.ebi.ac.uk/files/AF-K4PC62-F1-model_v6.pdb,6,K4PC62_9PSEU,Acyl-carrier protein,Streptoalloteichus sp. ATCC 53650,False,82.0,
261d7ede1ac35a4021d365fe2f03a6a3 JCSG-430482 A-1,A0A0H3C9Y4,100.0,100.0,1.14e-131,385.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H3C9Y4.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H3C9Y4-F1-model_v6.pdb,6,A0A0H3C9Y4_CAUVN,Lysozyme,Caulobacter vibrioides (strain NA1000 / CB15N),False,71.94,
2f4154467455d929d94539a7e8022cb1 NYSGRC-033693 A-0,A0A338VFC5,100.0,100.0,0.0,1107.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A338VFC5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A338VFC5-F1-model_v6.pdb,6,A0A338VFC5_HUMAN,Centrosomal protein 83,Homo sapiens,False,81.75,
129aa26830c59f9c808c43cee98de7bd SSGCID-HepyC.19472.a A-0,B5Z8V9,100.0,100.0,2.21e-34,120.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\B5Z8V9.pdb,https://alphafold.ebi.ac.uk/files/AF-B5Z8V9-F1-model_v6.pdb,6,B5Z8V9_HELPG,Large ribosomal subunit protein uL29,Helicobacter pylori (strain G27),False,82.75,
800aa81c59d415acfc6d1bf1cc06615c JCSG-442 A-0,Q20508,100.0,100.0,2.1e-46,156.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q20508.pdb,https://alphafold.ebi.ac.uk/files/AF-Q20508-F1-model_v6.pdb,6,Q20508_CAEEL,MARVEL domain-containing protein,Caenorhabditis elegans,False,65.75,
c7363fe484bb7f43e452ca3375e97255 MCSG-APC25779 A-0,A0A9Q5QRL3,100.0,100.0,3.58e-73,221.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A9Q5QRL3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A9Q5QRL3-F1-model_v6.pdb,6,A0A9Q5QRL3_BACCE,YolD-like family protein,Bacillus cereus,False,72.69,
40abc28b0fbc66a12fdcb52f744c429c SSGCID-EnhiA.17862.a A-0,A0A5K1V016,100.0,97.11111111111111,0.0,894.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A5K1V016.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A5K1V016-F1-model_v6.pdb,6,A0A5K1V016_ENTHI,C2H2-type domain-containing protein,Entamoeba histolytica,False,40.06,
84abbeabeb1f0a7b6b8f9b10f3179956 JCSG-402033 A-0,Q7MRG4,100.0,100.0,1.09e-81,244.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q7MRG4.pdb,https://alphafold.ebi.ac.uk/files/AF-Q7MRG4-F1-model_v6.pdb,6,Q7MRG4_WOLSU,Nitrogenase-stabilizing/protective protein NifW,Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / CCUG 13145 / JCM 31913 / LMG 7466 / NCTC 11488 / FDC 602W),False,71.75,
25387302adcc7a65635bc9178431cb15 SECSG-T05H10.8 A-0,A0A261AX54,91.557,100.53050397877985,0.0,709.0,Q2_high_confidence,False,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A261AX54.pdb,,,,,,,,AFDB API returned HTTP 404
e1a7b2ed63ed4e01d914894d80c8fdef JCSG-423798 A-0,Q9A8V5,100.0,100.0,6.08e-74,223.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9A8V5.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9A8V5-F1-model_v6.pdb,6,Q9A8V5_CAUVC,Uncharacterized protein,Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15),False,52.12,
2702603c1b982260f665630bf5cee88b MCSG-APC103500 A-0,A0A4D6KEJ4,100.0,100.0,1.03e-93,276.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A4D6KEJ4.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A4D6KEJ4-F1-model_v6.pdb,6,A0A4D6KEJ4_9EURY,MarR family transcriptional regulator,Halomicrobium mukohataei,False,85.38,
